adm0_name,mkt_name,cm_name,mp_price,date,um_name,Gradient
Honduras,National Average,Maize (white),11587.26901248581,2015-9,KG,462.17746932975206
Honduras,National Average,Maize (white),14056.101120810728,2015-10,KG,2468.8321083249175
Honduras,National Average,Maize (white),13677.193922666738,2015-11,KG,-378.9071981439902
Honduras,National Average,Maize (white),13947.785216559641,2015-12,KG,270.5912938929032
Honduras,National Average,Maize (white),13479.413713994392,2016-1,KG,-468.3715025652491
Honduras,National Average,Maize (white),13110.787692460268,2016-2,KG,-368.62602153412445
Honduras,National Average,Maize (white),12442.291764705884,2016-3,KG,-668.495927754384
Honduras,National Average,Maize (white),13348.076534733442,2016-4,KG,905.7847700275579
Honduras,National Average,Maize (white),13317.150196433968,2016-5,KG,-30.926338299474082
Honduras,National Average,Maize (white),12746.098777930438,2016-6,KG,-571.0514185035299
Honduras,National Average,Maize (white),11664.476992985396,2016-7,KG,-1081.6217849450422
Honduras,National Average,Maize (white),11736.968970568652,2016-8,KG,72.49197758325681
Honduras,National Average,Maize (white),13936.625991619008,2016-9,KG,2199.657021050356
Honduras,National Average,Maize (white),18406.397716592983,2016-10,KG,4469.771724973974
Honduras,National Average,Maize (white),19780.698013690944,2016-11,KG,1374.3002970979614
Honduras,National Average,Maize (white),20646.470404497897,2016-12,KG,865.7723908069529
Honduras,National Average,Maize (white),20834.344796583504,2017-1,KG,187.87439208560681
Honduras,National Average,Maize (white),20140.218729629894,2017-2,KG,-694.1260669536096
Honduras,National Average,Maize (white),20470.848056537103,2017-3,KG,330.62932690720845
Honduras,National Average,Maize (white),20200.93712542225,2017-4,KG,-269.91093111485316
Honduras,National Average,Maize (white),20361.426374752875,2017-5,KG,160.48924933062517
Honduras,National Average,Maize flour (white),5890.360892744196,2007-10,KG,-550.0826664787064
Honduras,National Average,Maize flour (white),6079.531160236657,2007-11,KG,189.1702674924618
Honduras,National Average,Maize flour (white),6323.818632584416,2007-12,KG,244.28747234775892
Honduras,National Average,Maize flour (white),6379.609977221745,2008-1,KG,55.79134463732862
Honduras,National Average,Maize flour (white),6435.4013218590735,2008-2,KG,55.79134463732862
Honduras,National Average,Maize flour (white),6164.734432499781,2008-3,KG,-270.6668893592923
Honduras,National Average,Maize flour (white),6169.605973828253,2008-4,KG,4.8715413284717215
Honduras,National Average,Maize flour (white),6194.034543747406,2008-5,KG,24.428569919153233
Honduras,National Average,Maize flour (white),5812.336977123012,2008-6,KG,-381.6975666243943
Honduras,National Average,Maize flour (white),5689.826564860999,2008-7,KG,-122.51041226201323
Honduras,National Average,Maize flour (white),5387.082239094762,2008-8,KG,-302.7443257662362
Honduras,National Average,Maize flour (white),6171.2318306791385,2008-9,KG,784.1495915843761
Honduras,National Average,Maize flour (white),5054.386928748972,2008-10,KG,-1116.844901930166
Honduras,National Average,Maize flour (white),5040.302061122957,2008-11,KG,-14.084867626015694
Honduras,National Average,Maize flour (white),5144.057617969649,2008-12,KG,103.75555684669234
Honduras,National Average,Maize flour (white),5045.292068398714,2009-1,KG,-98.76554957093504
Honduras,National Average,Maize flour (white),4957.719196740676,2009-2,KG,-87.57287165803791
Honduras,National Average,Maize flour (white),4863.7069919683645,2009-3,KG,-94.01220477231163
Honduras,National Average,Maize flour (white),4749.741525662032,2009-4,KG,-113.96546630633293
Honduras,National Average,Maize flour (white),4898.365731877607,2009-5,KG,148.6242062155752
Honduras,National Average,Maize flour (white),4974.977683485296,2009-6,KG,76.61195160768966
Honduras,National Average,Maize flour (white),4995.336861505576,2009-7,KG,20.359178020279614
Honduras,National Average,Maize flour (white),5382.60797872619,2009-8,KG,387.27111722061363
Honduras,National Average,Maize flour (white),5992.07907810201,2009-9,KG,609.4710993758199
Honduras,National Average,Maize flour (white),6064.035443373903,2009-10,KG,71.95636527189345
Honduras,National Average,Maize flour (white),6152.844908186544,2009-11,KG,88.80946481264073
Honduras,National Average,Maize flour (white),6442.671897216072,2009-12,KG,289.8269890295278
Honduras,National Average,Maize flour (white),6763.337342840913,2010-1,KG,320.6654456248416
Honduras,National Average,Maize flour (white),6515.34415873162,2010-2,KG,-247.993184109293
Honduras,National Average,Maize flour (white),6292.9297117976375,2010-3,KG,-222.41444693398262
Honduras,National Average,Maize flour (white),6146.552871401708,2010-4,KG,-146.37684039592932
Honduras,National Average,Maize flour (white),6111.5438828639635,2010-5,KG,-35.0089885377447
Honduras,National Average,Maize flour (white),6130.59010243832,2010-6,KG,19.046219574356655
Honduras,National Average,Maize flour (white),6423.741061574977,2010-7,KG,293.15095913665664
Honduras,National Average,Maize flour (white),6511.8095273124045,2010-8,KG,88.06846573742769
Honduras,National Average,Maize flour (white),6156.1704963634775,2010-9,KG,-355.63903094892703
Honduras,National Average,Maize flour (white),6156.1704963634775,2010-10,KG,0.0
Honduras,National Average,Maize flour (white),7210.928961748634,2010-11,KG,1054.7584653851563
Honduras,National Average,Maize flour (white),7615.305482373604,2010-12,KG,404.37652062497
Honduras,National Average,Maize flour (white),8975.684758183696,2011-1,KG,1360.3792758100917
Honduras,National Average,Maize flour (white),7446.1847220939335,2011-2,KG,-1529.500036089762
Honduras,National Average,Maize flour (white),7574.054571156466,2011-3,KG,127.86984906253292
Honduras,National Average,Maize flour (white),7505.533438728943,2011-4,KG,-68.5211324275233
Honduras,National Average,Maize flour (white),7577.866919164295,2011-5,KG,72.3334804353517
Honduras,National Average,Maize flour (white),7481.681038119505,2011-6,KG,-96.18588104479022
Honduras,National Average,Maize flour (white),7619.775894959355,2011-7,KG,138.09485683985076
Honduras,National Average,Maize flour (white),6399.8946274430555,2011-8,KG,-1219.8812675162999
Honduras,National Average,Maize flour (white),6223.287575094042,2011-9,KG,-176.60705234901343
Honduras,National Average,Maize flour (white),5940.217580621392,2011-10,KG,-283.06999447265025
Honduras,National Average,Maize flour (white),5876.678684091934,2011-11,KG,-63.538896529457816
Honduras,National Average,Maize flour (white),5915.621927507556,2011-12,KG,38.94324341562242
Honduras,National Average,Maize flour (white),7065.436241610739,2012-1,KG,1149.8143141031824
Honduras,National Average,Maize flour (white),6280.792268500783,2012-2,KG,-784.6439731099554
Honduras,National Average,Maize flour (white),6262.810632486954,2012-3,KG,-17.981636013829302
Honduras,National Average,Maize flour (white),6002.539880003628,2012-4,KG,-260.27075248332585
Honduras,National Average,Maize flour (white),5934.481256565968,2012-5,KG,-68.05862343766057
Honduras,National Average,Maize flour (white),5579.767755613377,2012-6,KG,-354.71350095259095
Honduras,National Average,Maize flour (white),5625.645198508605,2012-7,KG,45.87744289522834
Honduras,National Average,Maize flour (white),5726.489386690403,2012-8,KG,100.84418818179802
