country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Zambia,1670.843,1661.099,1427.214,1460.964,1538.895,1581.34,1549.485,1602.438,1658.372,1740.955,1801.068,1915.384,2052.565,2211.91,2392.916,2587.182,2761.495,2950.603,3197.413,3342.46,3554.649,3678.706,3802.188,3835.838,3907.712,3996.14,4124.203
Zimbabwe,Nan,Nan,Nan,Nan,Nan,Nan,2184.591,2199.375,2159.961,2204.818,2071.702,1768.922,1690.527,1601.903,1568.543,1551.644,1315.103,1410.294,1633.342,1920.745,2119.94,2205.485,2248.861,2247.364,2233.28,2282.651,2330.155
Africa (Region),2358.874,2357.797,2393.15,2443.189,2548.243,2609.257,2667.279,2725.395,2822.678,2935.517,3053.607,3189.495,3382.673,3610.923,3846.328,4097.135,4297.858,4359.03,4554.725,4600.508,4773.956,4885.882,5013.243,5111.931,5160.516,5289.319,5479.49
Asia and Pacific,2923.395,3093.831,3275.863,3504.745,3742.044,3926.12,3916.657,4097.207,4369.206,4572.122,4792.751,5120.992,5558.781,6082.063,6676.856,7356.171,7778.967,8058.753,8744.319,9386.457,9993.879,10640.304,11315.191,11953.427,12601.607,13416.636,14333.277
Australia and New Zealand,18946.681,19982.196,21228.758,22042.503,23082.626,24252.851,25293.162,26528.858,27710.343,28696.989,30015.511,31121.22,32952.079,34549.54,36067.828,37956.767,38822.847,39091.525,39958.796,41266.859,42888.675,43837.349,45124.909,46132.594,47268.255,48468.578,50206.002
Caribbean,3839.783,3975.465,4026.461,4244.76,4455.074,4713.255,4923.852,5172.71,5425.165,5580.072,5799.41,5980.52,6236.273,6758.13,7428.737,7932.451,8170.758,8054.872,8400.984,8660.962,8903.427,9221.937,9697.962,10119.841,10467.198,10824.264,11378.488
Central America,3846.086,4062.1,3891.603,4058.477,4182.649,4369.666,4549.447,4688.558,4880.566,5004.713,5143.42,5325.999,5609.58,5941.955,6382.065,6899.864,7214.132,7104.653,7346.977,7783.758,8177.603,8492.759,8856.032,9189.563,9522.584,9908.03,10370.444
Central Asia and the Caucasus,5518.41,5680.729,5193.904,5415.96,5759.207,6164.68,6337.271,6270.877,6804.34,6768.3,6393.044,6856.849,7593.495,8483.015,9387.901,10208.917,10532.078,10304.874,11080.936,12169.175,12770.276,13769.249,14505.962,15146.47,15389.571,16363.051,17200.992
East Asia,3614.02,3840.79,4117.103,4426.832,4738.024,5008.306,5127.119,5391.91,5803.939,6139.742,6515.949,6991.439,7619.888,8372.247,9271.465,10340.254,11068.386,11543.195,12643.789,13684.213,14674.111,15729.525,16805.971,17800.965,18852.689,20156.398,21596.627
Eastern Europe ,8859.073,8409.473,7811.22,8018.1,8035.465,8290.49,8275.501,8756.438,9644.41,10359.955,11032.816,12015.897,13258.128,14508.526,16123.517,17865.984,19130.94,18067.688,18906.416,20177.031,21031.773,21727.702,22546.358,22684.436,23280.913,24393.392,25668.605
Europe,15346.613,15290.082,15570.073,16046.494,16457.476,17073.797,17598.359,18440.695,19724.507,20725.412,21444.113,22356.823,23727.965,25156.285,26995.787,28808.275,29746.343,28446.828,29434.364,30688.95,31306.348,31953.62,33055.247,33774.992,34696.761,36128.877,37780.623
Middle East (Region),13006.899,13287.696,13461.926,13726.989,14249.581,14508.813,14743.153,14574.174,15594.378,15682.375,16063.561,15749.519,17285.11,18276.209,19359.037,20241.31,20843.476,20530.804,21400.981,24488.371,24955.244,25524.2,25888.906,26060.255,27171.68,27385.009,28192.003
North Africa,5348.041,5367.469,5536.63,5576.678,5863.382,6027.748,6328.256,6571.746,6864.172,7127.456,7351.384,7793.934,8219.449,8799.789,9397.924,10017.482,10534.4,10720.89,11098.193,10586.089,11315.563,11284.445,11316.776,11611.336,11955.429,12330.916,12938.518
North America,21160.632,21959.359,23062.691,23665.849,24735.905,26024.398,27168.578,28505.409,30058.158,30708.436,31379,32506.866,34314.181,36197.269,37978.224,39289.908,39622.147,38325.98,39524.047,40757.484,42108.173,43151.055,44688.183,46032.074,46980.566,48516.467,50570.264
Pacific Islands ,2024.571,2280.215,2405.235,2368.33,2489.956,2355.6,2423.602,2487.48,2436.138,2449.439,2487.554,2568.646,2640.431,2744.324,2832.611,3049.23,3063.389,3139.863,3275.068,3262.976,3296.29,3406.721,3739.358,3952.341,4012.576,4117.113,4257.505
South America,6826.643,7197.458,7596.273,7898.956,8075.419,8480.354,8550.444,8441.779,8771.184,8920.741,8935.182,9173.227,9975.261,10686.2,11493.295,12436.556,13155.404,12964.183,13813.684,14630.743,15117.898,15709.61,15902.541,15715.035,15336.944,15551.909,15992.219
South Asia,1321.581,1381.859,1468.611,1571.097,1683.84,1746.359,1825.584,1954.907,2044,2142.238,2220.512,2389.212,2599.303,2876.487,3171.282,3494.937,3651.26,3884.205,4225.658,4521.585,4789.416,5088.185,5464.24,5861.3,6252.338,6690.827,7229.127
Southeast Asia,3508.873,3803.738,4107.955,4446.69,4768.512,4962.44,4217.682,4360.593,4666.017,4854.624,5110.126,5436.849,5861.946,6316.951,6814.149,7361.999,7787.897,7918.625,8496.255,8965.442,9550.365,10071.348,10593.067,11086.086,11630.248,12315.271,13102.397
Sub-Saharan Africa (Region) ,1674.188,1674.604,1684.353,1740.123,1809.604,1853.799,1879.948,1904.732,1968.688,2057.904,2161.803,2246.59,2401.006,2567.06,2739.77,2928.827,3075.297,3120.238,3287.957,3452.747,3527.843,3672.376,3825.514,3893.077,3899.223,3974.294,4096.005
Western Europe,20628.473,20987.887,21959.509,22912.232,23705.061,24764.825,25714.806,26821.428,28390.543,29561.47,30224.307,30993.961,32395.91,33884.362,35833.977,37629.69,38227.771,36689.337,37746.87,38936.093,39330.512,39906.387,41128.238,42247.591,43366.313,45001.507,46891.823
Western Hemisphere (Region),14095.189,14664.995,15313.566,15746.42,16338.553,17168.044,17778.437,18409.688,19331.536,19712.578,20051.724,20715.734,21965.732,23225,24483.008,25563.415,26042.091,25287.447,26246.888,27220.439,28108.366,28883.716,29743.312,30339.965,30656.735,31519.6,32749.095
ASEAN-5,3384.964,3667.782,3958.469,4291.562,4606.552,4784.88,4354.721,4484.114,4786.76,4982.469,5235.861,5558.881,5963.036,6396.383,6860.26,7382.544,7834.35,7973.743,8515.819,8965.524,9559.262,10068.23,10583.096,11081.951,11640.253,12329.516,13121.962
Advanced economies,21249.946,21765.021,22820.062,23642.325,24650.869,25786.77,26615.175,27819.036,29426.812,30376.012,31172.747,32238.676,33978.478,35813.021,37778.829,39547.51,40101.989,38793.394,40236.066,41538.544,42591.325,43648.63,45131.905,46410.288,47532.601,49298.756,51418.199
Commonwealth of Independent States,8332.566,7695.013,6685.031,6458.906,6344.661,6546.393,6369.65,6822.977,7647.252,8308.888,8898.182,9794.932,10879.453,11997.093,13445.96,15026.117,16088.99,15095.911,15944.704,17073.495,17871.306,18523.311,19111.136,18836.468,19069.38,19761.419,20591.135
Emerging and Developing Asia,1579.24,1733.05,1904.129,2084.967,2266.128,2408.704,2430.946,2592.477,2785.876,2982.575,3190.406,3483.061,3836.544,4278.082,4800.998,5420.271,5864.041,6283.81,6903.316,7519.298,8112.096,8725.615,9393.514,10043.941,10722.469,11516.079,12426.069
Emerging and Developing Europe,7143.434,7532.952,7642.039,8241.471,8618.933,8986.332,9309.02,9380.042,10018.685,10150.903,10772.096,11476.927,12604.015,13757.582,15044.585,16238.007,17041.086,16596.525,17423.425,18877.893,19622.897,20799.365,21891.679,23072.657,24018.661,25739.923,27314.255
Emerging market and developing economies,3173.916,3275.946,3368.085,3505.666,3682.646,3859.198,3886.81,4016.03,4280.478,4469.476,4660.326,4991.581,5449.066,5943.336,6521.62,7155.708,7602.324,7742.018,8300.835,8883.8,9377.86,9876.973,10378.167,10786.146,11234.337,11811.476,12510.623
European Union,17716.759,17898.206,18769.136,19442.916,20174.488,21084.673,21906.795,22862.013,24253.411,25331.281,26034.792,26852.444,28201.438,29639.98,31519.212,33283.251,34033.38,32721.643,33709.202,34920.779,35347.738,35950.227,37163.342,38327.958,39485.628,41174.82,43074.188
Latin America and the Caribbean,7013.549,7353.821,7689.664,7797.705,8072.348,8519.678,8695.372,8709.156,9100.844,9231.996,9265.231,9502.712,10224.188,10875.494,11670.118,12485.86,13064.617,12733.323,13498.609,14240.839,14753.712,15255.814,15556.824,15588.887,15487.075,15785.4,16284.764
Major advanced economies (G7),22900.266,23532.984,24604.657,25586.045,26610.065,27756.215,28671.483,29850.13,31482.503,32406.97,33123.533,34216.389,35948.408,37806.122,39723.5,41355.28,41811.302,40328.443,41748.1,43064.078,44255.912,45361.343,46832.101,48088.595,49129.111,50848.593,52975.128
Middle East and North Africa,8237.451,8373.932,8518.228,8694.29,9059.279,9259.553,9515.884,9553.071,10138.642,10331.1,10632.262,11072.157,12027.471,12785.388,13606.557,14321.454,14865.794,14760.932,15347.413,16628.388,17046.724,17291.075,17517.86,17702.834,18396.722,18604.279,19239.116
Middle East. North Africa. Afghanistan. and Pakistan,6381.488,6484.141,6608.152,6749.273,7039.235,7180.449,7369.917,7416.674,7851.388,7987.752,7882.735,8340.792,9051.68,9661.378,10293.442,10859.303,11232.984,11159.296,11576.176,12272.036,12617.371,12830.115,13051.569,13219.19,13692.738,13924.84,14445.417
Other advanced economies,15756.597,16614.925,17815.247,18553.835,19597.697,20664.585,20893.697,22205.511,23822.839,24702.583,25884.047,26950.88,28923.248,30868.054,33059.374,35338.826,36261.62,35852.26,38098.22,39852.445,41111.037,42460.825,44137.056,45204.339,46463.142,48254.901,50297.774
Sub-Saharan Africa,1672.692,1667.618,1677.092,1727.345,1794.605,1835.852,1855.842,1877.103,1934.752,2014.891,2117.449,2198.143,2352,2515.286,2681.905,2869.784,3017.629,3074.681,3243.51,3390.415,3496.695,3645.724,3801.513,3870.205,3872.996,3947.052,4067.862
